old                                      new
5d84e4f6918ea64727bc8660016f51b82f9ddef0 cc8f69c752aee68ddabf5ccd44a7d7c812a6db30
5dcd6d53a1ca8fd9d2084dd00cf11c66c737e380 78a78ca8408c5c434e8ebad944a464691bb9cd5c
5e35d356f91cff8f768c03a4de451c0f2a749933 e89c04db723350d7fdfbc7f6fdd255083e0b128a
6166c51f56404c56360088ce13d42fa09b564ab1 8ac147aa5a9a7dd2a2c8a4108741d0c97a274ae5
617d6ff33b7f145a0db74cc91934c31904faf841 d520808bc998e963b426d009fe4d2582e6f6cb1d
61c84c278cbd06535cfa488ebf7d7e531786b131 5da48f44c4f4608d103cd2965804df7a7aae3cf1
622b74c01c3b034faa6b077b766d54d3f9d65f13 f19dc13820d724acccadc82bd61279a1c49f7067
63ab08ae77d16bd319ebf09aba913f38e09cde38 c9079f1d565ce641ee6bbe74f42641bd34ec75e5
6584df5abd088bf5ede6e89ed5b38aef5e94612e 2b0308166288d4e90071c6e25dc0f29380fa133e
65c5cb9368bf934c274eced922d7c649aad7dce6 ce3181990a441d9c0a8c2e3387c6901848238e62
6714f48390b34e8f62a6ea0323491c3d61664d92 2e5131eae2920b5ec24f40fa0fc30cb23f31360f
692f95d16e126fb821fa52c65b6243d9919299f2 df2719d80fd5010c57ebbb017cf4d7b68b96d212
6c31318f72c799df2d78a9ad8111d5385468f749 b931ef13abfacd2b18fd2b0ae631c8bb6ce80972
6f0eee2edfe3ba61352080e34bed22eaa6a36e6b 877277125a9587a729aac93f9fa573712ad48755
6f8623c8c323c17a724af4f05d9b1789992986cf a2f9c7673690495934b4d60159e42a1d20c10d28
737f72aef64a22ce7be7f3465b7a4e24b2eebd9e 78d3966c5edf28384942c49c3b73fdb2612ce957
739e26a6f2460bff9cb4ba7ce27b4004c8117e4c 59dd74ce62656ea2d0a775e1b05f2f6da6707043
742c7970751f125c381598ca92ca6addf0535641 61b4d54a5b9dde6364d02a234f8d4a13ac26fde0
74d5e5532bf3d52eacf2f89e322c934f6af2b217 f4d17e2e1853dfa5fbbb169b94aaf6bf77f56b95
76eada42733ea6de48592b0708399f69a8e4db13 d15e3eb7d54fb6e4506309b6ecc7afbf6b30101e
77900331813bd6f6aa7f550600e1d3885945f3a1 dceb0942935bb0ca0baa22244ee9f3313aebede8
783a47b0ad315e0de5028d31c7cc9ac0394e4c78 75d2cb32519393059d69538876900485428ea723
78dc68a9b9b7b750575561fd957b2d13bdf3934c b3474d268de91555dba6c097be9c0e445dbe50db
791160d06dab467ea8639c56abd3eead3608a26d b1bda69d15da523560720be321610217bb106606
7d024c8926f90699f67bdfdb48998e7009ff21a4 f81fe6f7413d9ff39f3fe8f5bb6d52dc95e71c2c
7d647c15ccb413d8167b1f15ac50aa67700f7aa9 90d92c4146dc02a731f3b67258141a8caf6066c9
7dca1dd65ba278295217a7fa1f9c5a40136504e0 85cfe421fb2acb46d04a347962521c1b4e4a6c87
7fdb2a44cf99a58c2969f55a3e60d1eda0f3ee32 0c5a6bfcd7781fde28bad39e26652b11e05267ab
80441c86e58830a2cc743b227ab2b96534a6d28d d5dcb4046e856dc913546564a440ceda95229748
82c8358bc78cea6d128e8e4101b26f97faa76ceb ca2ad43eaaaa6fba0f8e8f8aec413f9a013dfdb5
82cd8d3d00944675658f20ed1ce6ade71e20c2d0 837c3c6f0b9a41ea519e598bed2a4633cba2fda0
842f9f4b3a133f13289f8dd4bb38b4119e4177b9 0332e143d7203131b293db380f09e74abd7ae35c
87ab1b88a9f1a4536932d3d01eae45ecd6f0644e 59b1f913a8aab18fb4c81fb7f95525ce1db3c671
88b83d0b101c8c4afee242de0467e73f3fee535d 23b2abe2cdc75bf99f253408718fdfc125613b87
88f9d99e1f5f44fc018ec3e3ac2ce0bbf6b65a53 64a5a96f480d2cfde8f9d9a356bbddb83a760836
8a687dc39fc89421670cef9c43d9d345b6d1b9a2 9171edf73005d2703d3656afd0c928e4a805ce69
8bd24fa050ffdbc7e9f4cfcef537f85595826e1a 60d2ac9b3836ecc405dee049171268f126828a15
8ce7f9cc13724ad58b9e104ec60e61cbce050921 99f1731c8e7855a6d7de705c2df532df45827d49
91a47c1255f9871093a08c5be498a6b926ac7571 b0412e859faa61a0273e5defd2de1adefc776214
9551ae8661cb65770a7c4336bb1088a76e10e972 f8e7c7bdfbc9d62c5e2478a2a240bebd6af840b2
956f8bdfe6b75af3d55595ff0d0ba846b5b247fb 79e43656134f575d0d47df69cdc266aa5de9284d
974aae369d80ccf6a6c7dc7cd6b65d484b419832 fd9f394debab09fd0d8801e61ffc3272c91b1e15
983bb4f713faa07aedd6111128552a39ef656698 69739bd074e6f858aa2697de7f84b7ea67009531
99c558ab6ec125dae5645cc3a6b5856b272fe0a8 1321b727b6f66cb264962c75541020ddeb7e77a8
99c9c0a46a9a50686ff18ae2e9fa3ab1ccd03291 ab45713d6e8472732626506decab149872e66e63
9b2f073a1768ae55980de945c24acbd51f06d55d a2acde78d53b776addf86a4e13d524692eb35bc7
9ed9e6d24480d3ba68e66c84771a3eb4b20cfbf1 38c5491e339a26cf023b8f854cbccefdaf83a780
a2b4072ea170dab9c2c18251a0bf58c4717c4b33 8784092cb9d5345088f1a3048bb49b615b3f3132
a3a43b45403674f1319131e9bc88665baa7c7367 974ea993b15bb050658b6df821e8f5581e93586a
a48e26d6085f0db6d0d6e6a9ddc0d247a7ed4697 dfd7e7710bb9b004533f4dfd727d53d97b7008df
a73dfecd3b547b9efae8fc8e21957a9cf168e77e ad396c83d74290c8aee150f323c7018cea75b62c
a7a1e463f1d09a28ebbd2038fadf0fb67092104f 9d9b55b6cc6c7f1e4899c35b016fb4c0c929366a
a9ac2785482684bbcaa112fd7b480f85c563f1f4 1810b66528d1180e6eb59329e7fd8cfd0817ac0c
aa5415ddc8dcbf401f7a2e0f79f8eb2030c5bf12 1b9231d9bd342fc8875f571aeb7b6ad4923ba7bc
aa6fe4d8cf5f4cb222c92371937c1cf2503514f5 ab0dc09abdc7ba51434cbb48a975e0d0e456a3e0
aac80a6c92d80900c5d8ed841e780b0351cf1fdd b8fa04881ac527937080d10cd996e19fb29a836c
adde029c0d80a275c825bcde46d7220e6b2f2e93 29f3220aff00640b4b9c94a00574ff88e4b5d464
ae798a77e16fa93c7e0c906962f6e782ac594f92 b44cf6a583238c0c101babc2549bd6f892fe5530
ae90435f0c05978dccc55ff1d35ff852d6cb8033 c25e109895b6988cb3a6f254e25e11f57031615f
b03bb2fc131ef0d63b4e58a629797e018e8fe3d2 e2a166e5b43c3b6d1d01e321bcdddcca45a995f7
b08b61a3cd2ac1632e82df62af5bf57c262bf877 21fc1c703335afa67c23de678103b08b5b66fd0e
b33b7f855c7e5e45bbd8d8fdac728573d62cc8a7 d77703c177174eaaab09689d61e6a44b0abea093
b4a20082783c7fe0efac2057bb631901e31e5db2 f0c077d97020c8ab9c962f1094f80223ec27482c
b69a2e1941617dc9548abcf24daca2e6a628c1a3 1ae1d4f73a4bf8feb07cf28ff3442b35a171f555
b8d2ae4d9e9019e4f7583d633b78847cef943af8 43b98d50dd27043d47c85f41138696c95d328de2
b9afb073c97903096de6c7907254757de5b59343 0503bd653cb56b36adf7d2e1b3c45a04898a3cfc
b9d4fd6b28a0a66e0f00c16dcdb8600481e314e4 69fb67bb566987859789dff4ace503046f611d1a
baa816669a550b44b8b0497319b80b9270564c16 bb49f48cc5abf88a1499c101d5f1ce9bce87b5f8
bbc18e05c36a343e8b4479752d4dd43d3ec476d9 dac858edd9a74d6feb60d60d923c83d2dc2eadf0
bd3e0da6a546b5773cff67f0344bad1a275ce569 e8b487e49a8fc26f2175f7248d607fdd2de7fd52
bdfc10c4cbe48f556109a9b7cae00ecd6f9a6629 75945bed4f85cc065eea40fb8c1028a3caa7ff4a
be989c7a6647fbff9f4fc1a5b1f7ffeb80368f25 c8819a0c5a0e1407e8ac533edc4eb9752aa12685
bee06b85074809847c7a64b3b7aba5523ac99357 e6490013ab91dca696909a38e474613cbf06ea07
c1c76d3d854ed3028c6e5809b785581b6851a8ea d295e884ca5cf3e504fdf00b7586c2857e4d57f0
c1cdcd06d6f7514b5f8dd7fae2a544aa5060a6b5 df1a10f314fa5d8fcb94cb972168b133af093b73
c3262918412937ff7af89cba8e5322f8a4d9ba50 eccc6c9299d5578281e68c5be1d6e6b1144859eb
c338eabd1e6565eea221094dc594133a937419ed 4ec1da9fb354ac1fa3eff598386ed9c1b1b16552
c55650e18daffe3ec055cf25643e1843c1c918f1 dcd65f0ae2c2aefca13b056252101206aaddfab1
c9fdc570ea8c801c17121b5e7f777e5ccadfb54b 746a32723182efa0e1855abafe2ec610ba349718
ca7748af7cf1207590760427d3a774fe230b817e df44eb7a708083f4ae64300bdd57ba21231c98b1
ca8deda0c6bdc212e5365926677c604a3a459ba6 4f4b3f0818d7f1fe301215dfff0aa37c12dd184c
cbfd67b7501daa4652b121d45310c9dbc2dad81a 2aabc1267c8d79b50609490da045a86f71f52607
cc9aea5e72f5f82bec1e39bd7271506045ea1e7d 68381d8d7f1668a68af55bb60e989d85fd2de86b
ce0926c799d9ba5fc98acf2390270403368a10b2 6a9063ab7836cff2d44c3133af98b74062df962b
ce262c2a8bec92761b496f84bd1123b44ec19845 2537ef5a14d62f5e359dd7b302f310d0d72efee4
cffcf1017c590fac50993da2ad47c92bab057006 4763842eda404b0a9ac2b72849bcad5bbe815335
d0a962243e8f0cb894bd837ea45198ed75e19576 a06314ab18b79508441db59c71576b61f6bf4590
d201a8038401f7f0d033600a7f705952574e493f 1868c23d1ebf2dc8d062b8efd9cf004cbbc6723e
d46a3b2e7b79100b87d6397dd8ec74d3f6217fca 011d65cb968d4a6721387940d0b3819300b9902c
d819de4364cf24d9d0d593300d047a10fc792633 7f9687831d054b011d5ee3dcaa1f4a7f719eb39d
d9e7898d292e33faa60fd807c3ca52fff9c708cb cbccee05c68dfcc1c6ffde748a634f56dc1d86c4
dae09a59af5551e4d1fd2deda9a37f8f5651e81b a7d0020a779ad4a3414ccec7fb5fcda169db4aa7
dd49f946c07c7094e6ae3117176cf97f515e3c0a 042f790f2022478531a968bdf3d46c4752912519
dd74e2177afed19fca108a3404a1a7839374f5d2 a06de5a8840aebc9647ab1183e69ea810e047a44
df10a44f500c19319c11bdf1d6f57421b70fb649 080f3693dcf9b34b686e9acd5255bd571f2e4375
e49c61812b979eeaadbc03729ac492dd060c9917 d11ad31f495930b489cc3e5c1a20a73aa0ec55dc
e6059bc4d464cd000ed98ca36d742f832749b7ac 53546aa848dd5b92dbc23cbacd983d7512cfaa75
e6a53efc14081f432fc3a6064b463d970fc7bda0 4d29d2531d148a9853c180d93e49ab7291fa7b4b
e908a4da277a855b0b4936f249ff61e14eb3f242 7eb223d57e58dae1c575b402999d6857ba9380ca
e983312ccc239ad70d527b490b54d2918dade056 43a98503395978630e093e5b16212584bee22088
eb192a9ea7017e7ff8504f9c6cc1b83c2fa4c596 55986d898fbfa1ec9beb3ad7751aae0c1466c235
ebad84511d56af98043d6498b13f4117c865c2ad e294ba662c98e7569a4f0881a56d42279158c298
ece89201ce4dc83bbd6a56937f4e6a919a7415ab 8eb3abd18b407e238e537035387c2e8adae03e1e
ed006c9bed2b13a760984b004dc8c5120e858d92 be2309a19e6946f7af7b2bd417859a6cbcb5d1d7
ee44ba5fc93476218f437fbe5b87ee5578fc3032 b7f5cd490b6822fcbe3ff1cbf929ad5bd17e36fe
eea3901503c62b47918e70710334155bd10212ce 59704f3bbff46451946133b66bef6d44115dbf0b
eea87a354c9ad5368823cc499aca2b9168e26121 32b744c182da9e214426a2991fe176478fe8bd16
efe48fe3ee1931ca2ee896ee150aedaf1ae7d7ee a8c24be6243341e11c69474466b2368176535b17
f00843b18c9bc4bf805bfd39106ed065e8bc04a8 44cb1c881a4680bd169d41adc403406ae0cdf379
f16049338a962e73514054eebfbd10ef2f73652c 885357c10e0231b772d1dbb12cdce13325254968
f1a1ea1be8350c22f39600813060fb68102d7296 d8a5cdc2fbacf28e4ef93d7dbf138304b6e89ad4
f266a56f0da1732f3a984e08d2891b6baad3c297 0d0cca3d9cf953cfcb19c61e7aee94c7ad3232aa
f30e2e9cec83e092acbafc1b0a625fbe2c638f62 e036546fe7406c9e3dc7ff12437a69274001ab76
f6864c765655bcb4ef3b2cd55d896d73931bf300 de60c62d9fdf6fc8f0e791a34071fb4dea3c4b75
f6b20c1aec8589aa9d70a64cbd654bf1991c51d4 aa38237bbe30088ae03600800dd00144aec55957
f971e248137911d09b03346a9843889f1fef0ed3 711f5073fc65db93b184d42661548fe94e518b52
f99de9c3232cca474a1c7637e40f6cf67d8cdbed dc653aa92e1164dd30b1b8381a933acef00873c8
fa1a51e7deb3453dae41fcb50a77caa39a729995 eb84cf23569c33691488ec1fc6f8bd5510aa5c54
fa3b070a56e4d4a360daa190857b5c3ef8e25e66 e0d5e0b5437306ec3508140e1a5b25e2a14abba1
fd38f19954adbc83ff8d335f7aa4322cf7d16189 067fe9db3984f6af38518fa827f7d5bf1a3628c9
ff6118ea0e494a4a232bcaa7a63099c7bf41e4bf c14b34c36730a2af5274b314f3496da89be51397
